Trial ID,Milestone,Release Tag,Paradigm,Instance Family,Machine Type,vCPU Count,Silicon Architecture,Concurrency Parameter,Concurrency Value,Benchmark Command,Min Time (s),Max Time (s),Avg Time (s),Concurrent Blocks in Flight (L),Required Bare-Metal VM/Cluster Units
296,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-48,13.2,13.2,13.2,132,132
297,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-48,13.2,13.69,13.445,135,68
298,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-48,13.2,14.18,13.69,137,46
299,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-48,13.2,14.67,13.935,140,35
300,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-48,48,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-48,13.2,15.16,14.18,142,29
301,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-64,11.002,11.002,11.002,111,111
302,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-64,11.002,11.492,11.247,113,57
303,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-64,11.002,11.982,11.492,115,39
304,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-64,11.002,12.472,11.737,118,30
305,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-64,64,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-64,11.002,12.962,11.982,120,24
306,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4a --blocks=1 --shape=c4a-highcpu-72,10.15,10.15,10.15,102,102
307,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4a --blocks=2 --shape=c4a-highcpu-72,10.15,10.64,10.395,104,52
308,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4a --blocks=3 --shape=c4a-highcpu-72,10.15,11.13,10.64,107,36
309,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4a --blocks=4 --shape=c4a-highcpu-72,10.15,11.62,10.885,109,28
310,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4a-highcpu,c4a-highcpu-72,72,ARM64 Neoverse V2,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4a --blocks=5 --shape=c4a-highcpu-72,10.15,12.11,11.13,112,23
311,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-16,19.2,19.2,19.2,192,192
312,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-16,19.2,19.69,19.445,195,98
313,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-16,19.2,20.18,19.69,197,66
314,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-16,19.2,20.67,19.935,200,50
315,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-16,16,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-16,19.2,21.16,20.18,202,41
316,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-32,10.8,10.8,10.8,108,108
317,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-32,10.8,11.29,11.045,111,56
318,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-32,10.8,11.78,11.29,113,38
319,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-32,10.8,12.27,11.535,116,29
320,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-32,32,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-32,10.8,12.76,11.78,118,24
321,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-48,7.8,7.8,7.8,78,78
322,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-48,7.8,8.29,8.045,81,41
323,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-48,7.8,8.78,8.29,83,28
324,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-48,7.8,9.27,8.535,86,22
325,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-48,48,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-48,7.8,9.76,8.78,88,18
326,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-64,6.251,6.251,6.251,63,63
327,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-64,6.251,6.741,6.496,65,33
328,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-64,6.251,7.231,6.741,68,23
329,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-64,6.251,7.721,6.986,70,18
330,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-64,64,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-64,6.251,8.211,7.231,73,15
331,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c4d --blocks=1 --shape=c4d-highcpu-96,4.6,4.6,4.6,46,46
332,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c4d --blocks=2 --shape=c4d-highcpu-96,4.6,5.09,4.845,49,25
333,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c4d --blocks=3 --shape=c4d-highcpu-96,4.6,5.58,5.09,51,17
334,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c4d --blocks=4 --shape=c4d-highcpu-96,4.6,6.07,5.335,54,14
335,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c4d-highcpu,c4d-highcpu-96,96,AMD Turin Zen 5,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c4d --blocks=5 --shape=c4d-highcpu-96,4.6,6.56,5.58,56,12
336,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-16,27.5,27.5,27.5,275,275
337,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-16,27.5,27.99,27.745,278,139
338,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-16,27.5,28.48,27.99,280,94
339,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-16,27.5,28.97,28.235,283,71
340,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-16,16,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-16,27.5,29.46,28.48,285,57
341,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-30,16.272,16.272,16.272,163,163
342,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-30,16.549,16.649,16.599,166,83
343,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-30,16.76,16.873,16.813,169,57
344,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-30,17.022,17.141,17.081,171,43
345,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-30,30,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-30,17.249,17.373,17.31,174,35
346,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-60,8.939,8.939,8.939,90,90
347,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-60,8.939,9.429,9.184,92,46
348,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-60,8.939,9.919,9.429,95,32
349,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-60,8.939,10.409,9.674,97,25
350,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-60,60,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-60,8.939,10.899,9.919,100,20
351,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-90,6.5,6.5,6.5,65,65
352,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-90,6.5,6.99,6.745,68,34
353,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-90,6.5,7.48,6.99,70,24
354,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-90,6.5,7.97,7.235,73,19
355,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-90,90,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-90,6.5,8.46,7.48,75,15
356,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=1,1,cloud-run-distributed-cluster --arch=c3d --blocks=1 --shape=c3d-highcpu-180,3.9,3.9,3.9,39,39
357,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=2,2,cloud-run-distributed-cluster --arch=c3d --blocks=2 --shape=c3d-highcpu-180,3.9,4.39,4.145,42,21
358,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=3,3,cloud-run-distributed-cluster --arch=c3d --blocks=3 --shape=c3d-highcpu-180,3.9,4.88,4.39,44,15
359,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=4,4,cloud-run-distributed-cluster --arch=c3d --blocks=4 --shape=c3d-highcpu-180,3.9,5.37,4.635,47,12
360,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,c3d-highcpu,c3d-highcpu-180,180,AMD Genoa Zen 4,BLOCKS=5,5,cloud-run-distributed-cluster --arch=c3d --blocks=5 --shape=c3d-highcpu-180,3.9,5.86,4.88,49,10
361,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-16,38.2,38.2,38.2,382,382
362,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-16,38.2,38.69,38.445,385,193
363,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-16,38.2,39.18,38.69,387,129
364,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-16,38.2,39.67,38.935,390,98
365,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-16,16,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-16,38.2,40.16,39.18,392,79
366,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-32,21.5,21.5,21.5,215,215
367,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-32,21.5,21.99,21.745,218,109
368,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-32,21.5,22.48,21.99,220,74
369,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-32,21.5,22.97,22.235,223,56
370,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-32,32,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-32,21.5,23.46,22.48,225,45
371,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-48,15.2,15.2,15.2,152,152
372,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-48,15.2,15.69,15.445,155,78
373,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-48,15.2,16.18,15.69,157,53
374,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-48,15.2,16.67,15.935,160,40
375,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-48,48,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-48,15.2,17.16,16.18,162,33
376,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=1,1,cloud-run-distributed-cluster --arch=t2d --blocks=1 --shape=t2d-standard-60,12.106,12.106,12.106,122,122
377,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=2,2,cloud-run-distributed-cluster --arch=t2d --blocks=2 --shape=t2d-standard-60,12.106,12.596,12.351,124,62
378,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=3,3,cloud-run-distributed-cluster --arch=t2d --blocks=3 --shape=t2d-standard-60,12.106,13.086,12.596,126,42
379,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=4,4,cloud-run-distributed-cluster --arch=t2d --blocks=4 --shape=t2d-standard-60,12.106,13.576,12.841,129,33
380,Hexadecimal radix-16-reduction-trees,radix-16-reduction-trees,Distributed,t2d-standard,t2d-standard-60,60,AMD Milan Zen 3,BLOCKS=5,5,cloud-run-distributed-cluster --arch=t2d --blocks=5 --shape=t2d-standard-60,12.106,14.066,13.086,131,27
